employee_id,in_degree_weighted,out_degree_weighted,betweenness,eigenvector,pagerank,clustering_coeff,in_degree_weighted_norm,out_degree_weighted_norm,betweenness_norm,eigenvector_norm,pagerank_norm,influence_score,full_name,department,job_level_name,network_role
EMP00248,3,0,0.0,8.700946361082565e-25,0.000684214074720731,0.0,0.13043478260869565,0.0,0.0,2.4315173993754957e-24,0.047858454739546745,0.0381,"Ganep Budiman, S.Farm",Product,Senior Staff,Information Broker
EMP00178,3,0,0.0,2.3821034706133826e-26,0.0006739502257213502,0.0,0.13043478260869565,0.0,0.0,6.656892015581328e-26,0.04714053330101028,0.0379,Maimunah Wulandari,Engineering,Staff,Information Broker
EMP00739,3,0,0.0,2.3821034706133826e-26,0.0006739502257213502,0.0,0.13043478260869565,0.0,0.0,6.656892015581328e-26,0.04714053330101028,0.0379,Himawan Habibi,Data & Analytics,Lead,Information Broker
EMP00748,3,10,0.0,2.3821034706133826e-26,0.0006739502257213502,0.0,0.13043478260869565,0.4166666666666667,0.0,6.656892015581328e-26,0.04714053330101028,0.0379,Olivia Gunarto,Data & Analytics,Senior Staff,Central Connector
EMP00976,3,0,0.0,2.3821034706133826e-26,0.0006739502257213502,0.0,0.13043478260869565,0.0,0.0,6.656892015581328e-26,0.04714053330101028,0.0379,Karen Kurniawan,Research,Senior Staff,Information Broker
EMP00253,3,0,0.0,2.3821034706133826e-26,0.0006739502257213502,0.0,0.13043478260869565,0.0,0.0,6.656892015581328e-26,0.04714053330101028,0.0379,"drg. Jaka Fujiati, M.Farm",Product,Staff,Information Broker
EMP00860,3,7,0.0,2.3821034706133826e-26,0.0006739502257213502,0.0,0.13043478260869565,0.2916666666666667,0.0,6.656892015581328e-26,0.04714053330101028,0.0379,Cemani Nasyiah,Customer Success,Staff,Central Connector
EMP00869,3,3,0.0,2.3821034706133826e-26,0.0006739502257213502,0.0,0.13043478260869565,0.125,0.0,6.656892015581328e-26,0.04714053330101028,0.0379,"Ir. Hari Susanti, S.Ked",IT Infrastructure,Specialist,Information Broker
EMP00862,3,3,0.0,2.3821034706133826e-26,0.0006739502257213502,0.5,0.13043478260869565,0.125,0.0,6.656892015581328e-26,0.04714053330101028,0.0379,"Genta Adriansyah, S.Ked",IT Infrastructure,Specialist,Information Broker
EMP00086,3,0,0.0,2.3821034706133826e-26,0.0006739502257213502,0.0,0.13043478260869565,0.0,0.0,6.656892015581328e-26,0.04714053330101028,0.0379,drg. Cahyono Anggraini,Engineering,Staff,Information Broker
EMP00940,3,3,0.0,2.3821034706133826e-26,0.0006739502257213502,0.0,0.13043478260869565,0.125,0.0,6.656892015581328e-26,0.04714053330101028,0.0379,Wulan Widodo,Research,Lead,Information Broker
EMP00949,3,3,0.0,2.3821034706133826e-26,0.0006739502257213502,0.0,0.13043478260869565,0.125,0.0,6.656892015581328e-26,0.04714053330101028,0.0379,"drg. Septi Sitompul, M.Farm",Research,Specialist,Information Broker
EMP00989,3,0,0.0,2.3821034706133826e-26,0.0006739502257213502,0.0,0.13043478260869565,0.0,0.0,6.656892015581328e-26,0.04714053330101028,0.0379,Cahyono Santoso,Research,Specialist,Information Broker
EMP00213,3,0,0.0,5.036575391098785e-11,0.0006687708224256349,0.0,0.13043478260869565,0.0,0.0,1.4074929540422354e-10,0.046778251600934136,0.0378,Agnes Thamrin,Product,Manager,Information Broker
EMP00718,3,0,0.0,2.344715235967262e-12,0.0006585631533212498,0.0,0.13043478260869565,0.0,0.0,6.552408963622064e-12,0.04606425975557802,0.0376,Ganep Sudiati,Data & Analytics,Staff,Information Broker
EMP00788,3,0,0.0,2.3821034706133826e-26,0.0006367368117456024,0.0,0.13043478260869565,0.0,0.0,6.656892015581328e-26,0.0445375811632758,0.0372,Ulva Kuswandari,Customer Success,Staff,Information Broker
EMP00006,0,3,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.125,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,Daruna Mayasari,Engineering,Senior Staff,Information Broker
EMP00007,0,3,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.125,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,Cut Putri Napitupulu,Engineering,Specialist,Information Broker
EMP00008,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,"Sadina Palastri, S.Farm",Engineering,Specialist,Information Broker
EMP00009,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,Ikin Rahmawati,Engineering,Staff,Information Broker
EMP00010,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,Yessi Ardianto,Engineering,Senior Staff,Information Broker
EMP00011,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,"KH. Capa Anggraini, S.Psi",Engineering,Senior Staff,Information Broker
EMP00027,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,"Hesti Marpaung, M.M.",Engineering,Senior Staff,Information Broker
EMP00002,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,Darmana Mandala,Engineering,Senior Staff,Information Broker
EMP00003,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,"Ciaobella Wastuti, M.Pd",Engineering,Staff,Information Broker
EMP00997,0,10,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.4166666666666667,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,Gadang Ardianto,Research,Senior Staff,Central Connector
EMP00980,0,6,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.25,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,Irfan Hassanah,Research,Senior Staff,Central Connector
EMP00969,0,3,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.125,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,dr. Ian Nashiruddin,Research,Specialist,Information Broker
EMP00966,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,drg. Vicky Simbolon,Research,Specialist,Information Broker
EMP00036,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,Panca Purwanti,Engineering,Staff,Information Broker
EMP00035,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,Eman Mandala,Engineering,Staff,Information Broker
EMP00034,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,Syahrini Haryanti,Engineering,Lead,Information Broker
EMP00033,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,"Iriana Prabowo, M.Kom.",Engineering,Senior Staff,Information Broker
EMP00031,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,Hasna Haryanto,Engineering,Staff,Information Broker
EMP00030,0,3,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.125,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,"Cut Ghaliyati Firmansyah, S.Psi",Engineering,Lead,Information Broker
EMP00029,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,"Puti Prasetya, S.Psi",Engineering,Lead,Information Broker
EMP00028,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,Humaira Uyainah,Engineering,Staff,Information Broker
EMP00013,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,"Tgk. Baktiono Iswahyudi, S.Sos",Engineering,Senior Staff,Information Broker
EMP00489,0,3,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.125,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,"Drs. Vivi Oktaviani, M.Ak",Sales,Senior Staff,Information Broker
EMP00488,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,R.A. Yani Aryani,Sales,Staff,Information Broker
EMP00487,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,Calista Setiawan,Sales,Senior Staff,Information Broker
EMP00486,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,Zulfa Puspita,Sales,Senior Staff,Information Broker
EMP00485,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,"Jaya Prasetyo, S.IP",Sales,Senior Staff,Information Broker
EMP00484,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,Drs. Gabriella Mangunsong,Sales,Senior Staff,Information Broker
EMP00482,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,"dr. Taswir Habibi, S.Pd",Sales,Specialist,Information Broker
EMP00481,0,6,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.25,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,Kamila Widiastuti,Sales,Senior Staff,Central Connector
EMP00480,0,3,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.125,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,Tgk. Mumpuni Maheswara,Sales,Specialist,Information Broker
EMP00479,0,6,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.25,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,Dt. Langgeng Purwanti,Sales,Staff,Central Connector
EMP00477,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,Ian Kuswoyo,Sales,Staff,Information Broker
EMP00476,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,Radika Hutasoit,Sales,Staff,Information Broker
EMP00475,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,"Virman Kusmawati, S.Pt",Sales,Specialist,Information Broker
EMP00474,0,6,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.25,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,"Dodo Wahyudin, S.E.I",Sales,Lead,Central Connector
EMP00473,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,Maria Sihotang,Sales,Staff,Information Broker
EMP00471,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,Jessica Hasanah,Sales,Senior Staff,Information Broker
EMP00467,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,T. Jaeman Mayasari,Sales,Specialist,Information Broker
EMP00466,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,"Jane Wibowo, M.Ak",Sales,Senior Staff,Information Broker
EMP00465,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,Hj. Restu Pudjiastuti,Sales,Staff,Information Broker
EMP00464,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,Budi Saefullah,Sales,Staff,Information Broker
EMP00463,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,Rachel Maulana,Sales,Staff,Information Broker
EMP00462,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,"Maimunah Hidayanto, S.Pt",Sales,Senior Staff,Information Broker
EMP00461,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,"drg. Maria Kurniawan, M.Kom.",Sales,Specialist,Information Broker
EMP00460,0,3,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.125,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,Aswani Kuswandari,Sales,Senior Staff,Information Broker
EMP00459,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,T. Jagapati Yuniar,Sales,Staff,Information Broker
EMP00458,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,Ozy Wahyuni,Sales,Staff,Information Broker
EMP00457,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,Sutan Warsita Susanti,Sales,Senior Staff,Information Broker
EMP00456,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,Drs. Balangga Hartati,Sales,Specialist,Information Broker
EMP00455,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,Melinda Tarihoran,Sales,Staff,Information Broker
EMP00454,0,3,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.125,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,R. Panca Haryanto,Sales,Senior Staff,Information Broker
EMP00453,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,Budi Andriani,Sales,Senior Staff,Information Broker
EMP00490,0,3,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.125,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,"Margana Puspita, S.Ked",Sales,Staff,Information Broker
EMP00517,0,6,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.25,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,Cager Wibowo,Finance,Staff,Central Connector
EMP00452,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,Cayadi Saptono,Sales,Senior Staff,Information Broker
EMP00451,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,"KH. Dasa Rahmawati, S.Psi",Sales,Specialist,Information Broker
EMP00450,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,Aditya Tamba,Sales,Lead,Information Broker
EMP00449,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,"R.M. Balapati Wijayanti, S.Ked",Sales,Specialist,Information Broker
EMP00448,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,Kayun Ramadan,Sales,Senior Staff,Information Broker
EMP00447,0,3,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.125,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,Enteng Maulana,Sales,Staff,Information Broker
EMP00446,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,"R.A. Julia Maulana, M.Ak",Sales,Lead,Information Broker
EMP00445,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,Langgeng Pratama,Sales,Senior Staff,Information Broker
EMP00444,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,Bagiya Puspasari,Sales,Staff,Information Broker
EMP00440,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,Mujur Prabowo,Sales,Specialist,Information Broker
EMP00437,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,Ir. Gatot Halim,Sales,Senior Staff,Information Broker
EMP00511,0,6,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.25,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,"Gaiman Gunawan, S.H.",Finance,Staff,Central Connector
EMP00510,0,7,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.2916666666666667,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,"Lega Laksita, M.TI.",Finance,Specialist,Central Connector
EMP00502,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,Candrakanta Safitri,Finance,Staff,Information Broker
EMP00468,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,drg. Cinthia Latupono,Sales,Senior Staff,Information Broker
EMP00430,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,Rini Mangunsong,Sales,Staff,Information Broker
EMP00429,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,Salsabila Namaga,Sales,Staff,Information Broker
EMP00428,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,Harsanto Hasanah,Sales,Specialist,Information Broker
EMP00427,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,Daryani Nasyiah,Sales,Lead,Information Broker
EMP00425,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,Warsita Firgantoro,Sales,Specialist,Information Broker
EMP00424,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,"Hasan Latupono, S.E.I",Sales,Specialist,Information Broker
EMP00421,0,3,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.125,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,Drs. Jane Suryatmi,Sales,Staff,Information Broker
EMP00530,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,Paramita Hutapea,Finance,Lead,Information Broker
EMP00528,0,13,0.0,3.134346671859714e-28,0.0005250965698183592,0.09172020135818408,0.0,0.5416666666666666,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,Ibrani Kurniawan,Finance,Senior Staff,Central Connector
EMP00525,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,Halim Damanik,Finance,Specialist,Information Broker
EMP00524,0,3,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.125,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,"Suci Agustina, S.Pd",Finance,Specialist,Information Broker
EMP00523,0,3,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.125,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,drg. Queen Waskita,Finance,Lead,Information Broker
EMP00522,0,6,0.0,3.134346671859714e-28,0.0005250965698183592,0.5,0.0,0.25,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,Setya Sihotang,Finance,Staff,Central Connector
EMP00521,0,3,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.125,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,Anita Haryanti,Finance,Staff,Information Broker
EMP00520,0,3,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.125,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,Hasta Gunarto,Finance,Senior Staff,Information Broker
EMP00518,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,H. Dartono Mardhiyah,Finance,Specialist,Information Broker
EMP00414,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,"Drs. Karimah Iswahyudi, S.Sos",Sales,Specialist,Information Broker
EMP00412,0,4,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.16666666666666666,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,Citra Megantara,Sales,Senior Staff,Information Broker
EMP00411,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,"T. Pangeran Sirait, S.IP",Sales,Staff,Information Broker
EMP00409,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,T. Radika Marbun,Sales,Senior Staff,Information Broker
EMP00408,0,3,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.125,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,"Dr. Taufik Utama, M.TI.",Sales,Staff,Information Broker
EMP00407,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,Daliono Mustofa,Sales,Senior Staff,Information Broker
EMP00406,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,Ulva Agustina,Sales,Staff,Information Broker
EMP00548,0,6,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.25,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,Galak Hariyah,Finance,Staff,Central Connector
EMP00543,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,"Makara Oktaviani, S.Psi",Finance,Staff,Information Broker
EMP00542,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,"Drs. Ikin Zulaika, M.Farm",Finance,Senior Staff,Information Broker
EMP00538,0,3,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.125,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,Faizah Natsir,Finance,Senior Staff,Information Broker
EMP00535,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,Utama Tampubolon,Finance,Senior Staff,Information Broker
EMP00435,0,3,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.125,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,Sabar Tarihoran,Sales,Staff,Information Broker
EMP00434,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,Ibun Handayani,Sales,Lead,Information Broker
EMP00433,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,Muhammad Uwais,Sales,Lead,Information Broker
EMP00432,0,3,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.125,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,"Dr. Raisa Wasita, S.T.",Sales,Senior Staff,Information Broker
EMP00399,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,dr. Gawati Usada,Sales,Specialist,Information Broker
EMP00398,0,3,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.125,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,"Najwa Suwarno, S.H.",Sales,Manager,Information Broker
EMP00397,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,"Hj. Victoria Hardiansyah, M.Ak",Sales,Staff,Information Broker
EMP00396,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,Ajeng Pratiwi,Sales,Staff,Information Broker
EMP00395,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,"Ida Damanik, S.Sos",Sales,Senior Staff,Information Broker
EMP00394,0,3,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.125,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,dr. Ratih Sihombing,Sales,Senior Staff,Information Broker
EMP00393,0,3,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.125,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,Dasa Wibowo,Sales,Specialist,Information Broker
EMP00392,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,Harjo Laksmiwati,Sales,Specialist,Information Broker
EMP00391,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,"Hafshah Hasanah, S.Pd",Sales,Staff,Information Broker
EMP00390,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,Suci Anggraini,Sales,Specialist,Information Broker
EMP00389,0,3,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.125,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,Jelita Rahmawati,Sales,Senior Staff,Information Broker
EMP00557,0,7,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.2916666666666667,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,Ihsan Jailani,HR,Senior Staff,Central Connector
EMP00550,0,0,0.0,3.134346671859714e-28,0.0005250965698183592,0.0,0.0,0.0,0.0,8.75906844155438e-28,0.03672872475007239,0.0092,Yance Suwarno,Finance,Staff,Information Broker
