employee_id,full_name,department,job_level,job_level_name,hire_date,tenure_years,monthly_salary,gender,age,education,manager_id,engagement_score,is_flight_risk_sim
EMP00433,Muhammad Uwais,Sales,4,Lead,2022-10-21,2.2,20392742,L,48,S1,,3.7,False
EMP00434,Ibun Handayani,Sales,4,Lead,2022-11-08,2.15,21711017,L,26,S2,,4.5,False
EMP00435,Sabar Tarihoran,Sales,1,Staff,2022-03-13,2.8,10696722,L,33,D3,EMP00474,2.7,False
EMP00436,Mahfud Uwais,Sales,3,Specialist,2021-01-20,3.95,24174319,L,50,S1,EMP00474,2.3,False
EMP00437,Ir. Gatot Halim,Sales,2,Senior Staff,2023-06-13,1.55,16759996,P,40,S2,EMP00474,5.0,False
EMP00438,Ika Nainggolan,Sales,1,Staff,2021-01-04,3.99,10916358,P,31,S2,EMP00474,4.1,False
EMP00439,Warta Hasanah,Sales,1,Staff,2022-12-17,2.04,15030658,L,47,S1,EMP00474,3.8,True
EMP00440,Mujur Prabowo,Sales,3,Specialist,2023-01-24,1.94,14682146,P,27,S1,EMP00474,2.9,False
EMP00441,"Manah Riyanti, S.Ked",Sales,2,Senior Staff,2020-10-17,4.21,17668576,L,31,S1,EMP00474,3.7,False
EMP00442,Panji Sitorus,Sales,4,Lead,2020-09-16,4.29,20628387,L,41,S1,,2.7,False
EMP00443,Budi Pratiwi,Sales,3,Specialist,2020-05-29,4.59,20567645,L,26,S1,EMP00474,4.3,True
EMP00444,Bagiya Puspasari,Sales,1,Staff,2022-07-22,2.44,10116397,L,25,D3,EMP00474,3.2,False
EMP00445,Langgeng Pratama,Sales,2,Senior Staff,2022-06-10,2.56,21732776,L,43,S1,EMP00474,3.6,False
EMP00446,"R.A. Julia Maulana, M.Ak",Sales,4,Lead,2020-09-16,4.29,18499142,P,27,S1,,4.0,False
EMP00447,Enteng Maulana,Sales,1,Staff,2023-02-14,1.88,11983929,L,47,S1,EMP00474,2.3,True
EMP00448,Kayun Ramadan,Sales,2,Senior Staff,2021-04-25,3.69,13869446,P,31,S2,EMP00474,3.1,False
EMP00449,"R.M. Balapati Wijayanti, S.Ked",Sales,3,Specialist,2018-10-30,6.17,21673618,L,26,D3,EMP00474,2.7,True
EMP00450,Aditya Tamba,Sales,4,Lead,2019-08-05,5.41,19030624,P,40,D3,,4.7,False
EMP00451,"KH. Dasa Rahmawati, S.Psi",Sales,3,Specialist,2023-03-26,1.77,17810076,L,48,S1,EMP00474,3.5,False
EMP00452,Cayadi Saptono,Sales,2,Senior Staff,2019-06-19,5.54,18000014,L,27,S1,EMP00474,4.4,False
EMP00453,Budi Andriani,Sales,2,Senior Staff,2022-05-09,2.65,13255739,L,27,S1,EMP00474,2.6,False
EMP00454,R. Panca Haryanto,Sales,2,Senior Staff,2020-10-18,4.2,16306155,P,24,S1,EMP00474,3.3,False
EMP00455,Melinda Tarihoran,Sales,1,Staff,2021-02-01,3.91,12093661,L,49,S1,EMP00474,3.0,True
EMP00456,Drs. Balangga Hartati,Sales,3,Specialist,2022-12-24,2.02,24196334,L,43,D3,EMP00474,3.4,False
EMP00457,Sutan Warsita Susanti,Sales,2,Senior Staff,2019-07-05,5.49,15861567,P,30,S1,EMP00474,3.8,False
EMP00458,Ozy Wahyuni,Sales,1,Staff,2019-09-02,5.33,12777445,L,46,S1,EMP00474,3.2,False
EMP00459,T. Jagapati Yuniar,Sales,1,Staff,2023-03-18,1.79,10806776,L,37,S1,EMP00474,3.5,False
EMP00460,Aswani Kuswandari,Sales,2,Senior Staff,2020-01-19,4.95,13152887,L,31,S1,EMP00474,2.9,True
EMP00461,"drg. Maria Kurniawan, M.Kom.",Sales,3,Specialist,2022-04-28,2.68,18106458,L,32,S1,EMP00474,4.0,False
EMP00462,"Maimunah Hidayanto, S.Pt",Sales,2,Senior Staff,2018-10-21,6.2,12935712,L,36,D3,EMP00474,2.1,True
EMP00463,Rachel Maulana,Sales,1,Staff,2023-11-24,1.1,10766304,L,24,S1,EMP00474,3.2,False
EMP00464,Budi Saefullah,Sales,1,Staff,2018-08-23,6.36,11793353,P,44,S1,EMP00474,3.9,False
EMP00465,Hj. Restu Pudjiastuti,Sales,1,Staff,2020-11-07,4.15,14288157,L,43,S1,EMP00474,3.2,False
EMP00466,"Jane Wibowo, M.Ak",Sales,2,Senior Staff,2021-05-12,3.64,17482189,P,23,S1,EMP00474,3.1,False
EMP00467,T. Jaeman Mayasari,Sales,3,Specialist,2023-09-19,1.28,19304168,L,24,S1,EMP00474,2.6,False
EMP00468,drg. Cinthia Latupono,Sales,2,Senior Staff,2023-11-13,1.13,11691060,P,50,S1,EMP00474,2.2,True
EMP00469,"Hj. Sadina Puspasari, S.Kom",Sales,3,Specialist,2021-07-07,3.49,14475508,L,29,S2,EMP00474,3.1,False
EMP00470,Mila Pradana,Sales,3,Specialist,2019-07-29,5.43,21220567,P,50,S1,EMP00474,3.8,True
EMP00471,Jessica Hasanah,Sales,2,Senior Staff,2023-05-26,1.6,15592454,P,24,S1,EMP00474,3.8,False
EMP00472,Lidya Kuswoyo,Sales,2,Senior Staff,2022-11-03,2.16,17822411,P,47,S1,EMP00474,3.5,True
EMP00473,Maria Sihotang,Sales,1,Staff,2020-03-07,4.82,15356700,P,22,S1,EMP00474,2.7,False
EMP00474,"Dodo Wahyudin, S.E.I",Sales,4,Lead,2019-01-19,5.95,19510506,L,37,S1,,3.5,True
EMP00475,"Virman Kusmawati, S.Pt",Sales,3,Specialist,2019-06-14,5.55,17140347,L,45,D3,EMP00474,3.1,True
EMP00476,Radika Hutasoit,Sales,1,Staff,2023-10-17,1.21,10696957,P,31,S1,EMP00474,3.2,False
EMP00477,Ian Kuswoyo,Sales,1,Staff,2019-04-10,5.73,13961054,L,31,S1,EMP00474,2.3,True
EMP00478,"Ulya Wahyudin, S.E.I",Sales,2,Senior Staff,2022-02-22,2.86,13927118,P,41,S1,EMP00474,3.9,True
EMP00479,Dt. Langgeng Purwanti,Sales,1,Staff,2021-12-16,3.04,12275897,P,37,S1,EMP00474,3.9,False
EMP00480,Tgk. Mumpuni Maheswara,Sales,3,Specialist,2023-03-04,1.83,19357274,L,47,S2,EMP00474,4.0,False
EMP00481,Kamila Widiastuti,Sales,2,Senior Staff,2021-02-06,3.9,15314249,L,35,S1,EMP00474,4.2,False
EMP00482,"dr. Taswir Habibi, S.Pd",Sales,3,Specialist,2019-04-07,5.74,14146018,L,49,S2,EMP00474,3.0,False
EMP00483,Tgk. Kamila Jailani,Sales,3,Specialist,2021-07-18,3.46,18174005,L,37,S1,EMP00474,3.0,False
EMP00484,Drs. Gabriella Mangunsong,Sales,2,Senior Staff,2020-01-08,4.98,15126997,L,25,S1,EMP00474,3.1,True
EMP00485,"Jaya Prasetyo, S.IP",Sales,2,Senior Staff,2021-07-28,3.43,16821660,L,40,S1,EMP00474,4.6,False
EMP00486,Zulfa Puspita,Sales,2,Senior Staff,2023-04-30,1.67,16263866,P,34,S2,EMP00474,2.9,False
EMP00487,Calista Setiawan,Sales,2,Senior Staff,2019-12-31,5.0,9998924,L,38,S1,EMP00474,2.9,False
EMP00488,R.A. Yani Aryani,Sales,1,Staff,2021-07-18,3.46,12394252,L,22,S2,EMP00474,2.8,True
EMP00489,"Drs. Vivi Oktaviani, M.Ak",Sales,2,Senior Staff,2023-02-13,1.88,15283209,P,32,S1,EMP00474,3.3,False
EMP00490,"Margana Puspita, S.Ked",Sales,1,Staff,2020-06-20,4.53,13179840,P,22,D3,EMP00474,3.2,False
EMP00491,Hj. Yance Santoso,Finance,4,Lead,2023-06-30,1.51,20578127,P,45,S2,,3.4,False
EMP00492,Cemeti Saputra,Finance,1,Staff,2023-07-17,1.46,11066184,L,40,S1,EMP00523,2.3,False
EMP00493,"Vanesa Saragih, S.Psi",Finance,1,Staff,2021-05-24,3.61,12502330,P,34,S1,EMP00523,2.1,False
EMP00494,Agnes Najmudin,Finance,3,Specialist,2022-05-23,2.61,15534458,P,35,S1,EMP00523,2.6,False
EMP00495,"R. Padmi Wahyuni, S.Sos",Finance,3,Specialist,2022-04-10,2.73,19382354,L,44,S2,EMP00523,2.0,False
EMP00496,Caket Usada,Finance,2,Senior Staff,2022-09-03,2.33,16533069,L,43,D3,EMP00523,4.2,False
EMP00497,Bakijan Nuraini,Finance,3,Specialist,2020-08-16,4.38,16838170,P,41,S1,EMP00523,5.0,False
EMP00498,Harimurti Andriani,Finance,3,Specialist,2021-02-13,3.88,15327614,P,50,S1,EMP00523,4.4,False
EMP00499,Jasmin Manullang,Finance,1,Staff,2019-05-05,5.66,13196805,L,27,S1,EMP00523,3.0,False
EMP00500,Ira Simbolon,Finance,2,Senior Staff,2019-08-11,5.39,19182412,L,37,D3,EMP00523,3.0,False
EMP00501,"Drs. Lembah Hutasoit, S.Gz",Finance,1,Staff,2018-08-22,6.36,14448316,L,22,S1,EMP00523,4.5,False
EMP00502,Candrakanta Safitri,Finance,1,Staff,2019-07-17,5.46,12563358,L,26,S1,EMP00523,3.8,False
EMP00503,Mursita Hutapea,Finance,3,Specialist,2020-05-25,4.6,26575736,P,36,S1,EMP00523,4.3,False
EMP00504,Maimunah Wijayanti,Finance,2,Senior Staff,2022-05-27,2.6,19152270,P,32,S1,EMP00523,3.9,False
EMP00505,Nova Sudiati,Finance,3,Specialist,2021-08-11,3.39,19553877,P,37,S2,EMP00523,3.1,False
EMP00506,Lidya Saputra,Finance,3,Specialist,2019-09-07,5.32,21766035,L,47,S1,EMP00523,3.5,False
EMP00507,Perkasa Mulyani,Finance,2,Senior Staff,2019-02-15,5.88,16849327,P,35,D3,EMP00523,4.2,False
EMP00508,Gangsar Astuti,Finance,3,Specialist,2023-09-04,1.33,18800533,P,44,S1,EMP00523,4.4,False
EMP00509,Edi Wastuti,Finance,2,Senior Staff,2023-04-22,1.69,17378784,P,36,D3,EMP00523,3.9,False
EMP00510,"Lega Laksita, M.TI.",Finance,3,Specialist,2022-07-05,2.49,20571937,L,23,S1,EMP00523,3.3,False
EMP00511,"Gaiman Gunawan, S.H.",Finance,1,Staff,2018-08-07,6.4,13078894,L,28,S1,EMP00523,2.9,False
EMP00512,Rahayu Hakim,Finance,1,Staff,2021-12-29,3.01,10318064,P,41,S1,EMP00523,3.4,False
EMP00513,Damu Sihombing,Finance,3,Specialist,2022-01-07,2.98,15959533,L,26,S2,EMP00523,4.2,False
EMP00514,Pranata Mandala,Finance,2,Senior Staff,2021-09-30,3.25,15878848,L,42,S1,EMP00523,3.8,False
EMP00515,"T. Elvin Simbolon, S.IP",Finance,1,Staff,2019-11-09,5.14,14157096,P,50,S1,EMP00523,2.8,True
EMP00516,Jamal Astuti,Finance,2,Senior Staff,2022-07-02,2.5,15742450,L,46,D3,EMP00523,3.8,False
EMP00517,Cager Wibowo,Finance,1,Staff,2020-04-18,4.7,12672929,L,44,S1,EMP00523,4.3,False
EMP00518,H. Dartono Mardhiyah,Finance,3,Specialist,2019-01-03,5.99,21742538,L,31,S2,EMP00523,3.8,False
EMP00519,Ir. Reksa Thamrin,Finance,1,Staff,2021-01-11,3.97,13679462,L,23,S1,EMP00523,3.5,False
EMP00520,Hasta Gunarto,Finance,2,Senior Staff,2022-02-01,2.91,16100383,P,28,S1,EMP00523,3.7,False
EMP00521,Anita Haryanti,Finance,1,Staff,2023-09-21,1.28,12903657,L,32,D3,EMP00523,4.4,False
EMP00522,Setya Sihotang,Finance,1,Staff,2023-08-03,1.41,11932657,L,44,S1,EMP00523,2.3,False
EMP00523,drg. Queen Waskita,Finance,4,Lead,2021-12-03,3.08,22990600,L,50,S1,,4.1,False
EMP00524,"Suci Agustina, S.Pd",Finance,3,Specialist,2022-08-21,2.36,17384694,L,44,S2,EMP00523,3.1,True
EMP00525,Halim Damanik,Finance,3,Specialist,2023-06-13,1.55,23316319,L,29,S1,EMP00523,3.0,False
EMP00526,Ella Safitri,Finance,1,Staff,2019-07-10,5.48,15222286,P,35,S2,EMP00523,3.2,False
EMP00527,Yance Tarihoran,Finance,3,Specialist,2019-01-29,5.92,21746338,P,46,S1,EMP00523,4.0,False
EMP00528,Ibrani Kurniawan,Finance,2,Senior Staff,2020-04-09,4.73,19856865,L,47,S1,EMP00523,3.5,False
EMP00529,Ibrani Rahmawati,Finance,1,Staff,2023-05-18,1.62,12476546,L,44,S2,EMP00523,2.5,False
EMP00530,Paramita Hutapea,Finance,4,Lead,2022-09-25,2.27,23643052,L,29,S2,,4.1,False
EMP00531,Ira Sirait,Finance,4,Lead,2019-07-31,5.42,19856364,L,37,S1,,3.3,False
EMP00532,Ganda Narpati,Finance,2,Senior Staff,2019-04-17,5.71,12817353,L,24,S1,EMP00523,3.2,False
EMP00533,Kajen Usada,Finance,3,Specialist,2022-05-25,2.6,21231587,L,30,S1,EMP00523,2.1,False
EMP00534,Karta Melani,Finance,1,Staff,2019-08-03,5.41,13156293,P,23,S2,EMP00523,2.8,False
EMP00535,Utama Tampubolon,Finance,2,Senior Staff,2021-12-03,3.08,13547270,P,50,D3,EMP00523,3.8,False
EMP00536,Titi Yuliarti,Finance,1,Staff,2019-07-23,5.44,10661151,L,44,S1,EMP00523,4.2,False
EMP00537,"R. Gilda Jailani, S.E.I",Finance,1,Staff,2020-03-17,4.79,12901947,L,49,S1,EMP00523,2.7,False
EMP00538,Faizah Natsir,Finance,2,Senior Staff,2023-11-14,1.13,17772188,P,22,S1,EMP00523,3.4,False
EMP00539,R. Vanya Yolanda,Finance,2,Senior Staff,2023-11-02,1.16,14451878,L,30,S1,EMP00523,2.9,False
EMP00540,Cecep Utami,Finance,2,Senior Staff,2021-06-23,3.52,18039335,L,41,S1,EMP00523,4.1,False
EMP00541,Malika Pratiwi,Finance,3,Specialist,2022-09-22,2.28,20342812,P,23,S2,EMP00523,3.7,False
EMP00542,"Drs. Ikin Zulaika, M.Farm",Finance,2,Senior Staff,2020-07-04,4.49,15197973,L,45,S1,EMP00523,3.0,False
EMP00543,"Makara Oktaviani, S.Psi",Finance,1,Staff,2023-03-22,1.78,10061229,L,31,S1,EMP00523,3.9,False
EMP00544,"Hj. Iriana Maryadi, M.M.",Finance,1,Staff,2022-05-19,2.62,15797495,L,30,S1,EMP00523,3.3,False
EMP00545,Jarwadi Handayani,Finance,1,Staff,2019-04-09,5.73,12618003,L,41,S1,EMP00523,2.3,False
EMP00546,"Gadang Saefullah, M.Farm",Finance,2,Senior Staff,2021-01-24,3.93,17754535,L,34,S2,EMP00523,3.4,False
EMP00547,Garan Mayasari,Finance,3,Specialist,2023-02-21,1.86,18256020,P,35,S1,EMP00523,2.6,True
EMP00548,Galak Hariyah,Finance,1,Staff,2022-09-24,2.27,13928462,L,50,S1,EMP00523,3.5,False
EMP00549,Ani Hakim,Finance,4,Lead,2019-05-17,5.63,29913114,L,28,S2,,2.4,False
EMP00550,Yance Suwarno,Finance,1,Staff,2023-02-23,1.85,16399620,L,22,S2,EMP00523,3.2,False
EMP00551,Mariadi Iswahyudi,HR,1,Staff,2022-09-12,2.3,8535808,L,23,S1,EMP00575,4.1,False
EMP00552,Ir. Ophelia Winarno,HR,2,Senior Staff,2021-04-24,3.69,14485759,L,37,S1,EMP00575,1.6,False
EMP00553,Ratna Puspasari,HR,2,Senior Staff,2020-12-22,4.02,11941246,L,27,S1,EMP00575,3.0,False
EMP00554,"H. Umar Gunarto, M.M.",HR,2,Senior Staff,2023-05-26,1.6,12848537,L,46,S2,EMP00575,4.6,False
EMP00555,"Drs. Martana Nainggolan, S.Psi",HR,2,Senior Staff,2022-05-23,2.61,11898003,P,33,S1,EMP00575,3.3,False
EMP00556,Dr. Olivia Maryadi,HR,1,Staff,2021-04-13,3.72,13792184,L,28,S1,EMP00575,3.3,False
EMP00557,Ihsan Jailani,HR,2,Senior Staff,2019-11-21,5.11,11916543,L,46,D3,EMP00575,3.2,False
EMP00558,"Tgk. Nasab Hutasoit, M.TI.",HR,2,Senior Staff,2020-08-25,4.35,8807486,L,36,D3,EMP00575,3.3,False
EMP00559,"Cawuk Gunarto, S.H.",HR,1,Staff,2018-12-02,6.08,8162201,L,27,D3,EMP00575,2.9,False
EMP00560,"Maida Farida, M.TI.",HR,2,Senior Staff,2019-03-31,5.75,13262630,P,48,D3,EMP00575,2.4,False
EMP00561,Drs. Capa Utama,HR,1,Staff,2023-09-02,1.33,10646068,L,39,S1,EMP00575,4.7,False
EMP00562,Intan Wibisono,HR,1,Staff,2023-03-22,1.78,8337793,L,42,S1,EMP00575,2.6,False
EMP00563,Vicky Sirait,HR,1,Staff,2023-07-18,1.46,10454604,L,26,S1,EMP00575,3.2,False
EMP00564,"Liman Habibi, S.Psi",HR,2,Senior Staff,2019-01-06,5.98,10789415,L,23,S1,EMP00575,2.9,True
EMP00565,Gambira Kuswoyo,HR,1,Staff,2022-10-15,2.21,8534639,P,29,S3,EMP00575,3.9,False
EMP00566,Ir. Harsana Suryono,HR,2,Senior Staff,2019-03-02,5.83,13764271,L,51,D3,EMP00575,3.7,False
EMP00567,Tari Wahyuni,HR,1,Staff,2019-05-10,5.65,8545536,P,35,S1,EMP00575,2.5,False
EMP00568,R. Juli Hutapea,HR,1,Staff,2022-04-18,2.7,7149527,P,38,S1,EMP00575,3.3,False
EMP00569,Hj. Dinda Tampubolon,HR,2,Senior Staff,2018-07-20,6.45,11921099,L,27,S1,EMP00575,2.4,False
EMP00570,Safina Wijayanti,HR,1,Staff,2018-09-21,6.28,8064339,P,24,S2,EMP00575,2.6,False
EMP00571,Diah Riyanti,HR,2,Senior Staff,2022-07-20,2.45,12897404,L,50,S1,EMP00575,4.3,False
EMP00572,"Chelsea Saragih, M.Pd",HR,2,Senior Staff,2019-10-04,5.24,11023784,L,41,S2,EMP00575,3.8,False
EMP00573,Syahrini Sitompul,HR,2,Senior Staff,2019-02-03,5.91,12425047,L,35,S1,EMP00575,2.7,False
EMP00574,"R. Salsabila Novitasari, S.Pt",HR,3,Specialist,2022-01-28,2.92,11107584,L,29,S1,EMP00575,3.0,False
EMP00575,"Mumpuni Anggraini, M.TI.",HR,4,Lead,2020-05-22,4.61,18911107,P,46,S2,,3.0,False
EMP00576,Anita Tarihoran,HR,1,Staff,2019-12-05,5.07,8562369,L,43,S1,EMP00575,2.2,False
EMP00577,Elvina Prabowo,HR,2,Senior Staff,2019-07-08,5.48,13100305,L,49,D3,EMP00575,3.1,False
EMP00578,Vivi Laksita,HR,2,Senior Staff,2019-07-12,5.47,10181430,L,34,S1,EMP00575,2.7,False
EMP00579,Darmanto Mandala,HR,1,Staff,2022-05-03,2.66,10434329,P,43,D3,EMP00575,2.8,False
EMP00580,Bahuwarna Sihombing,HR,3,Specialist,2020-04-18,4.7,14457193,L,27,S1,EMP00575,2.9,False
EMP00581,"Puti Ophelia Namaga, M.TI.",HR,5,Manager,2022-10-06,2.24,24784052,P,39,S1,,3.3,False
EMP00582,Mitra Sirait,HR,2,Senior Staff,2021-05-19,3.62,12990229,P,31,S1,EMP00575,3.9,False
EMP00583,"Drs. Cahyadi Riyanti, S.Sos",HR,3,Specialist,2022-03-23,2.78,14294905,L,31,S1,EMP00575,3.5,False
EMP00584,Carub Najmudin,HR,1,Staff,2022-01-04,2.99,8652725,P,47,S1,EMP00575,3.0,False
EMP00585,"Ir. Yessi Marbun, M.M.",HR,1,Staff,2021-08-22,3.36,10920849,P,51,S1,EMP00575,3.9,False
EMP00586,Hendra Utama,HR,1,Staff,2019-09-15,5.3,9742723,L,40,S2,EMP00575,3.3,True
EMP00587,"Najib Prakasa, M.M.",HR,2,Senior Staff,2019-10-30,5.17,12193931,L,43,S1,EMP00575,2.9,True
EMP00588,Tgk. Umi Hassanah,HR,2,Senior Staff,2021-08-15,3.38,11524654,L,29,S1,EMP00575,3.9,False
EMP00589,Kasusra Permadi,HR,3,Specialist,2022-02-21,2.86,16384905,L,35,S1,EMP00575,3.4,False
EMP00590,Yessi Halimah,HR,2,Senior Staff,2022-09-04,2.32,13303412,P,28,S1,EMP00575,2.9,False
EMP00591,"R.A. Kartika Wastuti, M.Farm",Operations,2,Senior Staff,2020-01-28,4.93,10982731,P,22,S3,EMP00601,4.3,False
EMP00592,Malika Suryono,Operations,2,Senior Staff,2022-07-21,2.45,10421505,P,30,S2,EMP00601,4.3,False
EMP00593,"dr. Jefri Nuraini, S.Farm",Operations,2,Senior Staff,2022-12-06,2.07,9950547,P,43,S1,EMP00601,2.3,False
EMP00594,Rendy Pangestu,Operations,1,Staff,2018-12-26,6.02,7534404,L,26,S2,EMP00601,3.6,False
EMP00595,"Drs. Cahyo Ramadan, S.Gz",Operations,2,Senior Staff,2019-01-21,5.94,12244896,L,30,S1,EMP00601,3.3,False
EMP00596,"Jaya Wahyudin, M.Pd",Operations,1,Staff,2023-07-16,1.46,10899263,L,46,D3,EMP00601,4.5,False
EMP00597,Narji Maryati,Operations,3,Specialist,2021-01-07,3.98,11957935,L,35,S1,EMP00601,3.0,False
EMP00598,"Puti Intan Hutasoit, S.E.",Operations,1,Staff,2023-06-16,1.54,10045457,L,27,D3,EMP00601,2.8,False
EMP00599,Mila Mulyani,Operations,2,Senior Staff,2019-11-22,5.11,10894845,L,32,S1,EMP00601,2.6,False
EMP00600,Radika Fujiati,Operations,1,Staff,2021-09-16,3.29,8214156,L,29,S1,EMP00601,4.4,False
EMP00601,Warsita Prasetya,Operations,6,Senior Manager,2021-04-18,3.7,21134850,L,33,S1,,3.2,False
EMP00602,"Dr. Kamaria Dongoran, S.Farm",Operations,2,Senior Staff,2021-01-25,3.93,8674372,P,43,S1,EMP00601,3.1,False
EMP00603,Harto Mardhiyah,Operations,1,Staff,2022-05-29,2.59,9501068,L,26,S1,EMP00601,4.4,True
EMP00604,Gilda Winarno,Operations,3,Specialist,2021-03-18,3.79,11032759,P,50,S1,EMP00601,3.3,False
EMP00605,Hardi Prasetyo,Operations,3,Specialist,2020-02-10,4.89,15830168,P,37,S1,EMP00601,3.7,False
EMP00606,Galuh Januar,Operations,1,Staff,2023-03-26,1.77,8336079,P,46,S1,EMP00601,3.8,False
EMP00607,"Hj. Juli Maulana, S.E.I",Operations,2,Senior Staff,2020-10-01,4.25,9095836,P,43,S1,EMP00601,5.0,False
EMP00608,Edison Halimah,Operations,1,Staff,2019-01-16,5.96,12372494,L,49,D3,EMP00601,3.9,True
EMP00609,"Yance Mandala, M.Kom.",Operations,1,Staff,2019-10-23,5.19,9390678,L,39,S1,EMP00601,2.1,False
EMP00610,Raisa Ardianto,Operations,3,Specialist,2019-07-01,5.5,18554304,L,36,S1,EMP00601,4.2,True
EMP00611,Ajiman Rajasa,Operations,2,Senior Staff,2022-12-14,2.05,11307822,L,32,S2,EMP00601,3.7,False
EMP00612,Rafid Maryadi,Operations,4,Lead,2022-05-28,2.6,18883121,L,22,S2,,3.8,False
EMP00613,H. Lulut Nuraini,Operations,6,Senior Manager,2019-01-12,5.97,16933306,L,38,S1,,2.7,False
EMP00614,Carla Suwarno,Operations,3,Specialist,2021-11-19,3.12,16071686,L,47,S2,EMP00601,4.0,True
EMP00615,Gada Maheswara,Operations,2,Senior Staff,2020-04-04,4.74,11638101,L,24,S1,EMP00601,3.3,False
EMP00616,Digdaya Andriani,Operations,1,Staff,2020-03-28,4.76,7690115,P,39,S1,EMP00601,2.8,False
EMP00617,"Putu Oktaviani, M.M.",Operations,1,Staff,2021-07-11,3.47,11212997,P,46,S1,EMP00601,3.3,True
EMP00618,Balapati Mandasari,Operations,3,Specialist,2019-04-16,5.71,10402814,L,50,S1,EMP00601,4.0,False
EMP00619,Drs. Anita Usamah,Operations,1,Staff,2019-02-10,5.89,10251160,L,51,S1,EMP00601,2.7,True
EMP00620,Drs. Dimas Megantara,Operations,2,Senior Staff,2019-03-06,5.82,9296897,P,25,S1,EMP00601,2.5,True
EMP00621,Maria Adriansyah,Operations,3,Specialist,2020-01-03,4.99,13023623,L,48,S2,EMP00601,3.0,False
EMP00622,dr. Halima Pertiwi,Operations,1,Staff,2021-02-28,3.84,8462743,L,49,S2,EMP00601,4.6,False
EMP00623,Fitria Widiastuti,Operations,1,Staff,2022-06-30,2.51,7107465,P,37,S1,EMP00601,2.9,True
EMP00624,"Bakiadi Novitasari, S.I.Kom",Operations,1,Staff,2019-05-07,5.65,11575143,L,45,S1,EMP00601,3.1,False
EMP00625,Xanana Novitasari,Operations,2,Senior Staff,2020-12-13,4.05,11250455,L,49,S1,EMP00601,3.6,False
EMP00626,Dr. Panji Mayasari,Operations,2,Senior Staff,2022-09-12,2.3,11323561,L,26,S1,EMP00601,3.7,True
EMP00627,Dt. Harsaya Halimah,Operations,1,Staff,2020-06-12,4.55,14165250,L,27,S1,EMP00601,2.8,False
EMP00628,Makara Wibisono,Operations,1,Staff,2023-02-25,1.85,10527430,L,29,S1,EMP00601,3.8,False
EMP00629,Hafshah Budiyanto,Operations,4,Lead,2023-11-21,1.11,18358119,L,39,S1,,3.9,False
EMP00630,Winda Hidayat,Operations,2,Senior Staff,2023-02-03,1.91,8286076,L,48,S1,EMP00601,4.3,False
EMP00631,Halima Wahyuni,Operations,1,Staff,2019-12-18,5.04,6416984,L,22,S1,EMP00601,3.6,False
EMP00632,"Bala Prastuti, S.Psi",Operations,1,Staff,2020-04-01,4.75,7714795,L,26,S1,EMP00601,2.8,False
EMP00633,Artawan Thamrin,Operations,2,Senior Staff,2022-10-13,2.22,11836847,P,51,S1,EMP00601,3.2,False
EMP00634,Tgk. Rahmat Yuniar,Operations,2,Senior Staff,2023-06-01,1.59,11020796,P,49,S1,EMP00601,4.0,False
EMP00635,Radika Hariyah,Operations,3,Specialist,2019-01-27,5.93,9701551,P,29,S1,EMP00601,2.1,False
EMP00636,"Natalia Usamah, S.E.",Operations,2,Senior Staff,2021-10-08,3.23,12080475,L,47,S1,EMP00601,3.0,False
EMP00637,"R.M. Atma Haryanti, S.Gz",Operations,1,Staff,2019-03-30,5.76,11436142,L,47,S1,EMP00601,3.4,False
EMP00638,Farah Gunawan,Operations,2,Senior Staff,2022-09-27,2.26,11361899,L,47,S1,EMP00601,3.2,False
EMP00639,"Sutan Timbul Gunarto, S.Psi",Operations,1,Staff,2021-06-11,3.56,11350797,P,33,S1,EMP00601,3.4,False
EMP00640,Oliva Widodo,Operations,1,Staff,2019-04-15,5.71,11150399,L,48,S2,EMP00601,3.1,False
EMP00641,"Drs. Nabila Ramadan, S.Gz",Operations,3,Specialist,2018-08-19,6.37,14145564,P,29,S1,EMP00601,3.4,False
EMP00642,"Ir. Dadap Suwarno, S.I.Kom",Operations,1,Staff,2023-08-31,1.34,7741855,L,43,S1,EMP00601,4.0,False
EMP00643,"Cut Zelaya Yolanda, S.Psi",Operations,2,Senior Staff,2019-04-19,5.7,8776364,L,36,S1,EMP00601,3.6,False
EMP00644,Dewi Uwais,Operations,1,Staff,2018-12-14,6.05,10175013,L,23,S3,EMP00601,2.2,False
EMP00645,Lalita Farida,Operations,1,Staff,2022-10-23,2.19,9137808,L,29,S1,EMP00601,2.7,False
EMP00646,Jessica Nashiruddin,Operations,1,Staff,2022-01-22,2.94,8672800,P,29,S3,EMP00601,2.6,True
EMP00647,Talia Mandasari,Operations,2,Senior Staff,2018-07-16,6.46,10319180,P,29,D3,EMP00601,3.3,False
EMP00648,Wirda Maryati,Operations,3,Specialist,2020-07-02,4.5,14635708,L,38,S2,EMP00601,3.3,False
EMP00649,Wani Hutasoit,Operations,1,Staff,2019-05-19,5.62,11764278,P,27,S2,EMP00601,3.9,True
EMP00650,"Lintang Hutapea, S.Farm",Operations,3,Specialist,2018-10-26,6.18,14311816,P,47,S1,EMP00601,3.3,False
EMP00651,R. Puji Sihombing,Operations,1,Staff,2022-12-04,2.08,11603299,L,48,S2,EMP00601,2.8,False
EMP00652,Ciaobella Hutapea,Operations,1,Staff,2019-03-26,5.77,7781521,P,35,S3,EMP00601,3.4,False
