employee_id,full_name,department,job_level,job_level_name,hire_date,tenure_years,monthly_salary,gender,age,education,manager_id,engagement_score,is_flight_risk_sim,influence_score,network_role,flight_risk_score,knowledge_risk,risk_quadrant
EMP00224,Sakti Hariyah,Product,1,Staff,2019-10-20,5.2,24329389,P,38,S3,EMP00254,2.6,False,0.1729,Central Connector,0.0121221774916656,0.0925,🟢 Stable
EMP00575,"Mumpuni Anggraini, M.TI.",HR,4,Lead,2020-05-22,4.61,18911107,P,46,S2,,3.0,False,0.1783,Central Connector,0.0029838558718604,0.0906,🟢 Stable
EMP00958,Eja Marpaung,Research,1,Staff,2020-09-18,4.28,15444944,L,49,S2,EMP00942,3.3,False,0.1623,Central Connector,0.0117028076542722,0.087,🟢 Stable
EMP00769,Olivia Suryatmi,Legal,2,Senior Staff,2019-10-20,5.2,21947803,P,45,S2,EMP00770,3.6,False,0.1728,Central Connector,0.0009294779021848,0.0869,🟢 Stable
EMP00553,Ratna Puspasari,HR,2,Senior Staff,2020-12-22,4.02,11941246,L,27,S1,EMP00575,3.0,False,0.1715,Central Connector,0.0013750134317901,0.0864,🟢 Stable
EMP00825,"Queen Anggriawan, S.T.",Customer Success,4,Lead,2021-08-29,3.34,16531050,P,28,S1,,2.9,False,0.1697,Central Connector,0.002079059037852,0.0859,🟢 Stable
EMP00204,Puput Hutapea,Product,3,Specialist,2023-06-15,1.55,20392234,L,23,S2,EMP00254,4.8,False,0.1617,Central Connector,0.0034609621061704,0.0826,🟢 Stable
EMP00579,Darmanto Mandala,HR,1,Staff,2022-05-03,2.66,10434329,P,43,D3,EMP00575,2.8,False,0.1624,Central Connector,0.0012119457955441,0.0818,🟢 Stable
EMP00549,Ani Hakim,Finance,4,Lead,2019-05-17,5.63,29913114,L,28,S2,,2.4,False,0.1501,Information Broker,0.0111401714502233,0.0806,🟢 Stable
EMP00581,"Puti Ophelia Namaga, M.TI.",HR,5,Manager,2022-10-06,2.24,24784052,P,39,S1,,3.3,False,0.158,Central Connector,0.0022893044033404,0.0801,🟢 Stable
EMP00773,dr. Galar Natsir,Legal,4,Lead,2023-07-29,1.43,37924332,L,22,S1,,2.9,False,0.1563,Central Connector,0.0004908480032319,0.0784,🟢 Stable
EMP00495,"R. Padmi Wahyuni, S.Sos",Finance,3,Specialist,2022-04-10,2.73,19382354,L,44,S2,EMP00523,2.0,False,0.1468,Central Connector,0.0099328852630856,0.0784,🟢 Stable
EMP00576,Anita Tarihoran,HR,1,Staff,2019-12-05,5.07,8562369,L,43,S1,EMP00575,2.2,False,0.152,Central Connector,0.0028950481617565,0.0774,🟢 Stable
EMP00551,Mariadi Iswahyudi,HR,1,Staff,2022-09-12,2.3,8535808,L,23,S1,EMP00575,4.1,False,0.1154,Central Connector,0.0391561407166206,0.0773,🟢 Stable
EMP00534,Karta Melani,Finance,1,Staff,2019-08-03,5.41,13156293,P,23,S2,EMP00523,2.8,False,0.1487,Central Connector,0.0027811489945178,0.0757,🟢 Stable
EMP00567,Tari Wahyuni,HR,1,Staff,2019-05-10,5.65,8545536,P,35,S1,EMP00575,2.5,False,0.1494,Central Connector,0.0011243063054322,0.0753,🟢 Stable
EMP00771,"Dina Maryati, S.Kom",Legal,1,Staff,2021-03-09,3.81,17225283,P,46,S2,EMP00770,3.3,False,0.1486,Central Connector,0.0015933567025748,0.0751,🟢 Stable
EMP00324,drg. Siska Lestari,Marketing,3,Specialist,2019-11-15,5.13,14037413,L,41,D3,EMP00318,2.4,False,0.1445,Central Connector,0.0055133945990418,0.075,🟢 Stable
EMP00239,Cici Prastuti,Product,2,Senior Staff,2018-08-29,6.34,21822641,P,35,S1,EMP00254,2.1,False,0.1479,Central Connector,0.000612436589803,0.0743,🟢 Stable
EMP00898,"Lukita Suartini, S.Gz",IT Infrastructure,2,Senior Staff,2020-11-21,4.11,18907256,P,32,S1,EMP00925,2.4,False,0.1332,Central Connector,0.0145142890608654,0.0739,🟢 Stable
EMP00972,Wirda Prayoga,Research,3,Specialist,2022-02-16,2.87,19950650,L,28,S1,EMP00942,3.9,False,0.1397,Central Connector,0.0044574586841671,0.0721,🟢 Stable
EMP00585,"Ir. Yessi Marbun, M.M.",HR,1,Staff,2021-08-22,3.36,10920849,P,51,S1,EMP00575,3.9,False,0.1383,Central Connector,0.0051617710866127,0.0717,🟢 Stable
EMP00755,Dr. Kasiran Lestari,Legal,2,Senior Staff,2022-01-19,2.95,18615272,L,26,S2,EMP00770,2.8,False,0.1422,Central Connector,0.0012589914870807,0.0717,🟢 Stable
EMP00556,Dr. Olivia Maryadi,HR,1,Staff,2021-04-13,3.72,13792184,L,28,S1,EMP00575,3.3,False,0.1428,Central Connector,0.0002980980130265,0.0715,🟢 Stable
EMP00552,Ir. Ophelia Winarno,HR,2,Senior Staff,2021-04-24,3.69,14485759,L,37,S1,EMP00575,1.6,False,0.1404,Central Connector,0.0021238195528536,0.0713,🟢 Stable
EMP00546,"Gadang Saefullah, M.Farm",Finance,2,Senior Staff,2021-01-24,3.93,17754535,L,34,S2,EMP00523,3.4,False,0.1408,Central Connector,0.0007787575830043,0.0708,🟢 Stable
EMP00300,"Bajragin Manullang, S.H.",Marketing,2,Senior Staff,2021-01-29,3.92,13127187,L,26,S2,EMP00318,3.3,False,0.1387,Central Connector,0.0011542057586647,0.0699,🟢 Stable
EMP00578,Vivi Laksita,HR,2,Senior Staff,2019-07-12,5.47,10181430,L,34,S1,EMP00575,2.7,False,0.1357,Central Connector,0.0032766926449598,0.0695,🟢 Stable
EMP00201,"Digdaya Saefullah, M.M.",Product,2,Senior Staff,2023-03-27,1.77,17685137,L,51,S1,EMP00254,3.5,False,0.1366,Central Connector,0.0016476345223901,0.0691,🟢 Stable
EMP00871,Legawa Firmansyah,IT Infrastructure,1,Staff,2021-06-01,3.58,13446473,P,41,S1,EMP00925,3.4,False,0.1363,Central Connector,0.0008277041021975,0.0686,🟢 Stable
EMP00514,Pranata Mandala,Finance,2,Senior Staff,2021-09-30,3.25,15878848,L,42,S1,EMP00523,3.8,False,0.1341,Central Connector,0.0025467708733664,0.0683,🟢 Stable
EMP00936,"Hj. Mala Nugroho, S.IP",Research,2,Senior Staff,2020-12-23,4.02,24085453,L,25,S3,EMP00942,3.3,False,0.085,Central Connector,0.0495059357036215,0.0673,🟢 Stable
EMP00512,Rahayu Hakim,Finance,1,Staff,2021-12-29,3.01,10318064,P,41,S1,EMP00523,3.4,False,0.1236,Central Connector,0.0103166565275628,0.067,🟢 Stable
EMP00893,R.M. Harsanto Prasasta,IT Infrastructure,1,Staff,2019-05-15,5.63,11527477,P,37,S1,EMP00925,2.4,False,0.1294,Central Connector,0.0043650449653159,0.0669,🟢 Stable
EMP00565,Gambira Kuswoyo,HR,1,Staff,2022-10-15,2.21,8534639,P,29,S3,EMP00575,3.9,False,0.1256,Central Connector,0.0077107475474789,0.0667,🟢 Stable
EMP00720,"Zelda Situmorang, S.Sos",Data & Analytics,1,Staff,2021-05-11,3.64,18625785,L,26,D3,EMP00728,2.8,False,0.1287,Central Connector,0.0025705726936541,0.0656,🟢 Stable
EMP00573,Syahrini Sitompul,HR,2,Senior Staff,2019-02-03,5.91,12425047,L,35,S1,EMP00575,2.7,False,0.1208,Central Connector,0.0078873770730804,0.0643,🟢 Stable
EMP00759,"H. Teddy Usamah, S.Ked",Legal,2,Senior Staff,2021-01-22,3.94,19086286,L,41,S1,EMP00770,4.0,False,0.1253,Central Connector,0.0020354735803876,0.0637,🟢 Stable
EMP00794,Makuta Pradipta,Customer Success,4,Lead,2022-12-13,2.05,18503613,P,39,S1,,4.1,False,0.1099,Central Connector,0.0172917652360061,0.0636,🟢 Stable
EMP00582,Mitra Sirait,HR,2,Senior Staff,2021-05-19,3.62,12990229,P,31,S1,EMP00575,3.9,False,0.121,Central Connector,0.0056293682393186,0.0633,🟢 Stable
EMP00874,Maida Pradipta,IT Infrastructure,2,Senior Staff,2022-06-01,2.58,12577125,P,48,S1,EMP00925,3.4,False,0.0873,Central Connector,0.0376878885353276,0.0625,🟢 Stable
EMP00698,Caraka Sinaga,Data & Analytics,3,Specialist,2020-10-31,4.17,23792922,P,48,S1,EMP00728,2.5,False,0.1193,Central Connector,0.003133673263785,0.0612,🟢 Stable
EMP00563,Vicky Sirait,HR,1,Staff,2023-07-18,1.46,10454604,L,26,S1,EMP00575,3.2,False,0.1174,Information Broker,0.0026280865892469,0.06,🟢 Stable
EMP00591,"R.A. Kartika Wastuti, M.Farm",Operations,2,Senior Staff,2020-01-28,4.93,10982731,P,22,S3,EMP00601,4.3,False,0.0754,Central Connector,0.0443608308149206,0.0599,🟢 Stable
EMP00814,"R. Gamblang Marpaung, M.M.",Customer Success,2,Senior Staff,2023-07-28,1.43,10345587,P,49,S1,EMP00846,3.3,False,0.1128,Central Connector,0.0067795646772235,0.0598,🟢 Stable
EMP00721,Prabawa Uwais,Data & Analytics,1,Staff,2019-04-19,5.7,17323929,L,49,S1,EMP00728,2.9,False,0.1167,Central Connector,0.0023990967817797,0.0595,🟢 Stable
EMP00596,"Jaya Wahyudin, M.Pd",Operations,1,Staff,2023-07-16,1.46,10899263,L,46,D3,EMP00601,4.5,False,0.107,Central Connector,0.0110188450879766,0.059,🟢 Stable
EMP00531,Ira Sirait,Finance,4,Lead,2019-07-31,5.42,19856364,L,37,S1,,3.3,False,0.1174,Central Connector,0.0006576064022119,0.059,🟢 Stable
EMP00964,Gina Hutagalung,Research,2,Senior Staff,2023-10-22,1.19,20605290,P,48,S1,EMP00942,4.0,False,0.1143,Central Connector,0.0034166301073706,0.0589,🟢 Stable
EMP00492,Cemeti Saputra,Finance,1,Staff,2023-07-17,1.46,11066184,L,40,S1,EMP00523,2.3,False,0.1173,Central Connector,0.0004385990490981,0.0589,🟢 Stable
EMP00887,"Lidya Wasita, S.E.I",IT Infrastructure,2,Senior Staff,2023-05-28,1.6,16609481,P,48,D3,EMP00925,3.0,False,0.1153,Central Connector,0.0022741427435483,0.0588,🟢 Stable
EMP00745,Hartana Wahyudin,Data & Analytics,2,Senior Staff,2023-09-16,1.29,21291650,L,46,S1,EMP00728,2.5,False,0.1059,Central Connector,0.0100105628476863,0.058,🟢 Stable
EMP00834,"Pia Halimah, M.Pd",Customer Success,3,Specialist,2022-10-25,2.18,17087053,L,31,S1,EMP00846,2.2,False,0.0431,Information Broker,0.0722812326616096,0.0577,🟢 Stable
EMP00758,Restu Samosir,Legal,1,Staff,2021-11-20,3.11,19602636,P,24,S2,EMP00770,3.8,False,0.1052,Central Connector,0.0094710635920382,0.0573,🟢 Stable
EMP00944,"Sidiq Yulianti, S.Gz",Research,3,Specialist,2018-11-17,6.12,25680661,P,29,S1,EMP00942,4.7,False,0.1087,Central Connector,0.0059027186250032,0.0573,🟢 Stable
EMP00708,Rudi Dabukke,Data & Analytics,1,Staff,2021-04-12,3.72,14542056,L,32,S1,EMP00728,3.1,False,0.1137,Central Connector,0.0005702178468088,0.0571,🟢 Stable
EMP00536,Titi Yuliarti,Finance,1,Staff,2019-07-23,5.44,10661151,L,44,S1,EMP00523,4.2,False,0.1001,Central Connector,0.0140685962735087,0.0571,🟢 Stable
EMP00214,Umi Wibisono,Product,3,Specialist,2020-02-13,4.88,31315708,L,33,S1,EMP00254,3.3,False,0.1136,Central Connector,0.0003023569137503,0.057,🟢 Stable
EMP00813,"Drs. Nadia Saputra, S.Kom",Customer Success,1,Staff,2020-09-19,4.28,10442780,P,48,S1,EMP00846,3.1,False,0.1103,Central Connector,0.0035201344776323,0.0569,🟢 Stable
EMP00259,Wirda Rajata,Product,1,Staff,2020-01-11,4.97,18577883,L,49,S1,EMP00254,2.5,False,0.1048,Central Connector,0.0084117622879653,0.0566,🟢 Stable
EMP00260,Indah Riyanti,Product,1,Staff,2020-04-24,4.69,19956121,L,36,S1,EMP00254,4.2,False,0.1058,Central Connector,0.0072509251498551,0.0565,🟢 Stable
EMP00082,Nadia Habibi,Engineering,2,Senior Staff,2022-02-18,2.87,25443358,P,36,S2,EMP00155,3.4,False,0.1109,Central Connector,0.0016563121677689,0.0563,🟢 Stable
EMP00288,Belinda Permata,Marketing,3,Specialist,2021-06-25,3.52,16927747,L,29,S1,EMP00318,3.1,False,0.1075,Central Connector,0.0042816920022819,0.0559,🟢 Stable
EMP00513,Damu Sihombing,Finance,3,Specialist,2022-01-07,2.98,15959533,L,26,S2,EMP00523,4.2,False,0.1096,Central Connector,0.0020096486884105,0.0558,🟢 Stable
EMP00736,Dt. Slamet Kurniawan,Data & Analytics,1,Staff,2019-11-26,5.1,20413732,P,40,S1,EMP00728,3.0,False,0.1067,Central Connector,0.0049377980397908,0.0558,🟢 Stable
EMP00509,Edi Wastuti,Finance,2,Senior Staff,2023-04-22,1.69,17378784,P,36,D3,EMP00523,3.9,False,0.1092,Central Connector,0.0018683275641149,0.0555,🟢 Stable
EMP00541,Malika Pratiwi,Finance,3,Specialist,2022-09-22,2.28,20342812,P,23,S2,EMP00523,3.7,False,0.1,Central Connector,0.0087324839399509,0.0544,🟢 Stable
EMP00687,dr. Nadia Puspasari,Operations,2,Senior Staff,2023-11-20,1.11,10712107,L,31,S1,EMP00601,3.4,False,0.1018,Central Connector,0.0061568287316041,0.054,🟢 Stable
EMP00791,Balangga Susanti,Customer Success,1,Staff,2020-09-13,4.3,9949091,L,42,S1,EMP00846,4.3,False,0.1041,Central Connector,0.0038924888292837,0.054,🟢 Stable
EMP00496,Caket Usada,Finance,2,Senior Staff,2022-09-03,2.33,16533069,L,43,D3,EMP00523,4.2,False,0.0533,Central Connector,0.0547229904347779,0.054,🟢 Stable
EMP00842,"Drs. Maimunah Latupono, S.Kom",Customer Success,2,Senior Staff,2023-10-23,1.19,11649081,P,29,S1,EMP00846,2.5,False,0.0392,Information Broker,0.0684493193483078,0.0538,🟢 Stable
EMP00953,Mahdi Setiawan,Research,2,Senior Staff,2022-07-27,2.43,15404879,P,30,S2,EMP00942,3.8,False,0.0992,Central Connector,0.0079547279739931,0.0536,🟢 Stable
EMP00555,"Drs. Martana Nainggolan, S.Psi",HR,2,Senior Staff,2022-05-23,2.61,11898003,P,33,S1,EMP00575,3.3,False,0.0985,Central Connector,0.0086989790772959,0.0536,🟢 Stable
EMP00883,R. Sari Wastuti,IT Infrastructure,1,Staff,2018-09-22,6.28,11067350,P,46,S2,EMP00925,2.2,False,0.1059,Central Connector,0.0004977329778468,0.0532,🟢 Stable
EMP00588,Tgk. Umi Hassanah,HR,2,Senior Staff,2021-08-15,3.38,11524654,L,29,S1,EMP00575,3.9,False,0.1056,Central Connector,0.0008953233777178,0.0532,🟢 Stable
EMP00544,"Hj. Iriana Maryadi, M.M.",Finance,1,Staff,2022-05-19,2.62,15797495,L,30,S1,EMP00523,3.3,False,0.1049,Central Connector,0.0008623154727641,0.0529,🟢 Stable
EMP00294,Prayoga Nurdiyanti,Marketing,2,Senior Staff,2018-08-06,6.4,13606790,L,51,S2,EMP00318,2.2,False,0.0991,Central Connector,0.0060713698826057,0.0526,🟢 Stable
EMP00506,Lidya Saputra,Finance,3,Specialist,2019-09-07,5.32,21766035,L,47,S1,EMP00523,3.5,False,0.0993,Central Connector,0.0057351850504578,0.0525,🟢 Stable
EMP00590,Yessi Halimah,HR,2,Senior Staff,2022-09-04,2.32,13303412,P,28,S1,EMP00575,2.9,False,0.0957,Central Connector,0.0086584686735225,0.0522,🟢 Stable
EMP00984,Ir. Violet Simbolon,Research,2,Senior Staff,2018-09-26,6.26,16786407,P,33,S1,EMP00942,3.9,False,0.0987,Central Connector,0.0054607313856863,0.0521,🟢 Stable
EMP00970,"Lanang Wijayanti, S.Sos",Research,2,Senior Staff,2020-09-03,4.33,21713744,L,28,S1,EMP00942,4.6,False,0.0999,Central Connector,0.0028064716540484,0.0514,🟢 Stable
EMP00494,Agnes Najmudin,Finance,3,Specialist,2022-05-23,2.61,15534458,P,35,S1,EMP00523,2.6,False,0.0994,Central Connector,0.0027167336825388,0.0511,🟢 Stable
EMP00637,"R.M. Atma Haryanti, S.Gz",Operations,1,Staff,2019-03-30,5.76,11436142,L,47,S1,EMP00601,3.4,False,0.0866,Central Connector,0.015240856314216,0.0509,🟢 Stable
EMP00912,R.A. Ulya Maulana,IT Infrastructure,2,Senior Staff,2020-06-12,4.55,18167494,L,33,S2,EMP00925,4.5,False,0.0976,Central Connector,0.0032221352594093,0.0504,🟢 Stable
EMP00926,Saiful Usamah,IT Infrastructure,2,Senior Staff,2018-10-26,6.18,14716824,P,39,S1,EMP00925,3.3,False,0.0987,Central Connector,0.0008420733089046,0.0498,🟢 Stable
EMP00045,Dt. Maman Latupono,Engineering,2,Senior Staff,2021-07-31,3.42,24295624,L,36,S1,EMP00155,2.4,False,0.0092,Information Broker,0.0897785879415034,0.0495,🟢 Stable
EMP00994,Hafshah Prayoga,Research,2,Senior Staff,2019-06-26,5.52,19040549,P,51,S2,EMP00942,3.7,False,0.0741,Central Connector,0.0225684587799891,0.0483,🟢 Stable
EMP00995,"Sari Lailasari, M.Ak",Research,3,Specialist,2019-07-26,5.43,31853745,P,32,D3,EMP00942,3.2,False,0.0944,Central Connector,0.0022732753322612,0.0483,🟢 Stable
EMP00032,Vino Purnawati,Engineering,1,Staff,2020-11-10,4.14,14280560,P,49,S1,EMP00155,4.1,False,0.0797,Central Connector,0.0168830186372398,0.0483,🟢 Stable
EMP00692,"Ir. Belinda Mahendra, S.Psi",Data & Analytics,4,Lead,2020-09-10,4.31,35647538,P,26,S1,,3.6,False,0.0738,Central Connector,0.0223489396154553,0.0481,🟢 Stable
EMP00820,"Bakiono Nashiruddin, S.E.I",Customer Success,1,Staff,2022-12-06,2.07,8808260,P,35,S2,EMP00846,2.4,False,0.0431,Information Broker,0.0529741363368288,0.048,🟢 Stable
EMP00364,"Dr. Cinthia Novitasari, M.M.",Sales,3,Specialist,2019-03-19,5.79,20661773,P,22,S1,EMP00474,4.3,False,0.0731,Central Connector,0.021355735389287,0.0472,🟢 Stable
EMP00823,Ivan Santoso,Customer Success,2,Senior Staff,2019-12-14,5.05,11344293,L,38,S2,EMP00846,3.7,False,0.0679,Information Broker,0.026000968501391,0.047,🟢 Stable
EMP00685,Paiman Lailasari,Operations,1,Staff,2023-05-21,1.62,11503925,L,30,D3,EMP00601,4.1,False,0.0854,Central Connector,0.0086154459060583,0.047,🟢 Stable
EMP00826,"Gatra Prakasa, S.Gz",Customer Success,3,Specialist,2021-06-22,3.53,13113429,P,32,S1,EMP00846,4.7,False,0.089,Central Connector,0.0044667723511527,0.0467,🟢 Stable
EMP00493,"Vanesa Saragih, S.Psi",Finance,1,Staff,2021-05-24,3.61,12502330,P,34,S1,EMP00523,2.1,False,0.0918,Central Connector,0.0016725482477441,0.0467,🟢 Stable
EMP00285,Maida Siregar,Marketing,2,Senior Staff,2019-08-08,5.4,12592873,L,50,S1,EMP00318,3.4,False,0.0914,Central Connector,0.0014572048958401,0.0464,🟢 Stable
EMP00809,Emin Purnawati,Customer Success,2,Senior Staff,2018-09-29,6.26,14230896,L,44,S1,EMP00846,2.9,False,0.089,Central Connector,0.003219699306454,0.0461,🟢 Stable
EMP00939,T. Rahman Thamrin,Research,2,Senior Staff,2021-11-22,3.11,22400997,P,42,S1,EMP00942,3.5,False,0.0535,Central Connector,0.0384073841014615,0.046,🟢 Stable
EMP00569,Hj. Dinda Tampubolon,HR,2,Senior Staff,2018-07-20,6.45,11921099,L,27,S1,EMP00575,2.4,False,0.0891,Central Connector,0.0022010732522378,0.0457,🟢 Stable
EMP00210,Rafi Andriani,Product,2,Senior Staff,2021-01-20,3.95,21062983,L,37,S1,EMP00254,1.3,False,0.0795,Central Connector,0.0114702331064271,0.0455,🟢 Stable
EMP00699,"Genta Situmorang, M.TI.",Data & Analytics,2,Senior Staff,2021-01-24,3.93,20052510,L,44,S1,EMP00728,3.4,False,0.0894,Central Connector,0.0013413594803019,0.0454,🟢 Stable
EMP00729,"R.M. Jamil Mulyani, M.M.",Data & Analytics,1,Staff,2023-09-18,1.29,20030248,P,38,S1,EMP00728,3.2,False,0.085,Central Connector,0.0050906810864374,0.045,🟢 Stable
EMP00784,"Kenari Wibowo, S.Sos",Customer Success,3,Specialist,2023-03-18,1.79,11514272,L,50,S2,EMP00846,4.3,False,0.07,Information Broker,0.0197326885559951,0.0449,🟢 Stable
EMP00701,Faizah Usada,Data & Analytics,3,Specialist,2018-11-19,6.12,23129650,P,37,S1,EMP00728,2.9,False,0.077,Central Connector,0.0126022688577302,0.0448,🟢 Stable
EMP00533,Kajen Usada,Finance,3,Specialist,2022-05-25,2.6,21231587,L,30,S1,EMP00523,2.1,False,0.0811,Central Connector,0.0078508371064968,0.0445,🟢 Stable
EMP00366,Safina Mangunsong,Sales,3,Specialist,2021-05-10,3.64,13924512,L,46,S2,EMP00474,3.3,False,0.0864,Central Connector,0.0025307883545199,0.0445,🟢 Stable
EMP00532,Ganda Narpati,Finance,2,Senior Staff,2019-04-17,5.71,12817353,L,24,S1,EMP00523,3.2,False,0.0746,Central Connector,0.0140275541531867,0.0443,🟢 Stable
EMP00967,Mahesa Saputra,Research,2,Senior Staff,2021-12-01,3.08,23487703,L,38,S1,EMP00942,2.2,False,0.0837,Information Broker,0.0043552150364713,0.044,🟢 Stable
EMP00847,Kurnia Hariyah,Customer Success,2,Senior Staff,2021-10-28,3.18,9289909,P,23,S1,EMP00846,4.1,False,0.0392,Information Broker,0.0469489339546256,0.0431,🟢 Stable
EMP00943,"Genta Salahudin, S.Pt",Research,3,Specialist,2019-09-08,5.31,22535372,L,50,S2,EMP00942,2.5,False,0.0392,Information Broker,0.0467805867656999,0.043,🟢 Stable
EMP00249,"Dr. Cici Astuti, S.I.Kom",Product,1,Staff,2023-05-14,1.63,18715329,P,36,S1,EMP00254,4.2,False,0.0516,Central Connector,0.0344147480396581,0.043,🟢 Stable
EMP00503,Mursita Hutapea,Finance,3,Specialist,2020-05-25,4.6,26575736,P,36,S1,EMP00523,4.3,False,0.0724,Central Connector,0.0134153770642982,0.0429,🟢 Stable
EMP00763,Karna Usamah,Legal,1,Staff,2022-10-31,2.17,17212966,P,28,D3,EMP00770,2.6,False,0.0853,Central Connector,0.0004290920249522,0.0429,🟢 Stable
EMP00206,Talia Mangunsong,Product,3,Specialist,2021-12-15,3.04,26964404,P,49,S2,EMP00254,3.9,False,0.0771,Central Connector,0.0086344104269443,0.0429,🟢 Stable
EMP00413,"Sutan Satya Wastuti, S.Sos",Sales,3,Specialist,2022-04-22,2.69,20088424,L,51,S1,EMP00474,3.0,False,0.0464,Information Broker,0.0385475783199577,0.0425,🟢 Stable
EMP00308,"Rangga Napitupulu, S.Farm",Marketing,2,Senior Staff,2022-12-03,2.08,15439355,L,30,S1,EMP00318,3.9,False,0.0823,Central Connector,0.0012050947363319,0.0418,🟢 Stable
EMP00537,"R. Gilda Jailani, S.E.I",Finance,1,Staff,2020-03-17,4.79,12901947,L,49,S1,EMP00523,2.7,False,0.0794,Central Connector,0.0035105744471585,0.0415,🟢 Stable
EMP00426,Nilam Latupono,Sales,3,Specialist,2019-11-10,5.14,16072164,L,24,S2,EMP00474,1.4,False,0.0431,Information Broker,0.0399493068535203,0.0415,🟢 Stable
EMP00212,"Ayu Permata, S.Sos",Product,1,Staff,2021-04-03,3.75,17142144,P,48,S1,EMP00254,3.8,False,0.0735,Information Broker,0.0093435478523153,0.0414,🟢 Stable
EMP00137,"Eka Palastri, S.Gz",Engineering,2,Senior Staff,2019-06-20,5.53,18766929,P,35,S1,EMP00155,3.6,False,0.077,Central Connector,0.005592304982479,0.0413,🟢 Stable
EMP00739,Himawan Habibi,Data & Analytics,4,Lead,2019-03-26,5.77,31141133,L,29,D3,,3.6,False,0.0379,Information Broker,0.044092677044391,0.041,🟢 Stable
EMP00822,Elon Winarno,Customer Success,2,Senior Staff,2020-05-10,4.64,12966445,P,37,S2,EMP00846,3.2,False,0.0749,Central Connector,0.0063799716185825,0.0406,🟢 Stable
EMP00499,Jasmin Manullang,Finance,1,Staff,2019-05-05,5.66,13196805,L,27,S1,EMP00523,3.0,False,0.0661,Information Broker,0.0146667826673908,0.0404,🟢 Stable
EMP00683,"Tgk. Kacung Prasetyo, S.IP",Operations,3,Specialist,2020-01-11,4.97,12543616,P,37,S1,EMP00601,2.0,False,0.0731,Central Connector,0.007420179927445,0.0403,🟢 Stable
EMP00678,"Puti Mila Natsir, M.M.",Operations,4,Lead,2018-12-10,6.06,17745408,P,49,S1,,4.5,False,0.0732,Central Connector,0.0066870692116312,0.0399,🟢 Stable
EMP00624,"Bakiadi Novitasari, S.I.Kom",Operations,1,Staff,2019-05-07,5.65,11575143,L,45,S1,EMP00601,3.1,False,0.05,Information Broker,0.0290826344256166,0.0395,🟢 Stable
EMP00919,"drg. Nyoman Yuniar, M.Kom.",IT Infrastructure,2,Senior Staff,2023-11-05,1.16,23873520,P,41,S1,EMP00925,3.4,False,0.0768,Information Broker,0.0019690351458317,0.0394,🟢 Stable
EMP00568,R. Juli Hutapea,HR,1,Staff,2022-04-18,2.7,7149527,P,38,S1,EMP00575,3.3,False,0.0731,Central Connector,0.0050646962294812,0.0391,🟢 Stable
EMP00231,Martaka Hidayat,Product,3,Specialist,2019-01-29,5.92,24297573,L,37,S1,EMP00254,3.1,False,0.0772,Central Connector,0.0008964058063769,0.039,🟢 Stable
EMP00359,Galiono Kusmawati,Sales,1,Staff,2022-05-07,2.65,12604685,P,49,S1,EMP00474,3.9,False,0.0431,Information Broker,0.0349124761941454,0.039,🟢 Stable
EMP00795,Baktianto Zulkarnain,Customer Success,2,Senior Staff,2021-08-08,3.4,10660547,L,38,S1,EMP00846,2.8,False,0.0384,Information Broker,0.0393605999702293,0.0389,🟢 Stable
EMP00110,Sakura Padmasari,Engineering,1,Staff,2023-06-10,1.56,11348378,P,39,S1,EMP00155,3.6,False,0.0718,Central Connector,0.0055813502439192,0.0387,🟢 Stable
EMP00540,Cecep Utami,Finance,2,Senior Staff,2021-06-23,3.52,18039335,L,41,S1,EMP00523,4.1,False,0.0465,Information Broker,0.0306671349689447,0.0386,🟢 Stable
EMP00696,"R.M. Ian Mardhiyah, S.Gz",Data & Analytics,1,Staff,2021-06-18,3.54,18975930,L,28,S2,EMP00728,3.4,False,0.0714,Central Connector,0.0056146803663279,0.0385,🟢 Stable
EMP00928,Darimin Mayasari,IT Infrastructure,1,Staff,2021-12-31,3.0,11994385,P,29,S1,EMP00925,3.8,False,0.0759,Information Broker,0.0011400140352623,0.0385,🟢 Stable
EMP00497,Bakijan Nuraini,Finance,3,Specialist,2020-08-16,4.38,16838170,P,41,S1,EMP00523,5.0,False,0.075,Central Connector,0.0017205019768877,0.0384,🟢 Stable
EMP00566,Ir. Harsana Suryono,HR,2,Senior Staff,2019-03-02,5.83,13764271,L,51,D3,EMP00575,3.7,False,0.0626,Central Connector,0.0141735377605118,0.0384,🟢 Stable
EMP00244,Mursinin Sihombing,Product,2,Senior Staff,2020-08-18,4.37,24071255,P,51,S1,EMP00254,3.2,False,0.0628,Information Broker,0.0140061443835144,0.0384,🟢 Stable
EMP00812,drg. Tirtayasa Mansur,Customer Success,2,Senior Staff,2018-07-17,6.46,12823500,L,46,S1,EMP00846,3.8,False,0.0725,Central Connector,0.0039705717115882,0.0382,🟢 Stable
EMP00441,"Manah Riyanti, S.Ked",Sales,2,Senior Staff,2020-10-17,4.21,17668576,L,31,S1,EMP00474,3.7,False,0.0731,Central Connector,0.0030692470804813,0.0381,🟢 Stable
EMP00584,Carub Najmudin,HR,1,Staff,2022-01-04,2.99,8652725,P,47,S1,EMP00575,3.0,False,0.0753,Central Connector,0.0001927446908262,0.0377,🟢 Stable
